,animeA,num_recommenders
120278,35067,
120279,13231,
120280,41686,
120281,33806,
120282,24977,
120283,3786,
120284,2868,
120285,34763,
120286,39247,
120287,39762,
120288,41182,
120289,30778,
120290,38154,
120291,15119,
120292,33874,
120293,36714,
120294,23943,
120295,17249,
120296,37860,
120297,38112,
120298,11073,
120299,38899,
120300,31044,
120301,28537,
120302,40813,
120303,51145,
120304,4690,
120305,37215,
120306,1412,
120307,32365,
120308,41595,
120309,15489,
120310,28913,
120311,35855,
120312,38936,
120313,17791,
120314,6811,
120315,34086,
120316,37051,
120317,39935,
120318,2298,
120319,560,
120320,37215,
120321,36967,
120322,10153,
120323,33225,
120324,41491,
120325,40298,
120326,6984,
120327,2298,
120328,49735,
120329,6702,
120330,34872,
120331,40880,
120332,24997,
120333,25857,
120334,18679,
120335,2006,
120336,32962,
120337,17115,
120338,40469,
120339,39678,
120340,36783,
120341,16199,
120342,1241,
120343,11979,
120344,19157,
120345,34843,
120346,2065,
120347,34843,
120348,1698,
120349,3784,
120350,19391,
120351,1445,
120352,19849,
120353,17074,
120354,7655,
120355,36798,
120356,36760,
120357,39659,
120358,34870,
120359,2363,
120360,31158,
120361,17791,
120362,32145,
120363,3932,
120364,540,
120365,6702,
120366,17237,
120367,21695,
120368,18153,
120369,14347,
120370,38055,
120371,6900,
120372,1064,
120373,42422,
120374,33573,
120375,32737,
120376,6525,
120377,10588,
120378,34239,
120379,38389,
120380,37934,
120381,4884,
120382,32935,
120383,35283,
120384,34845,
120385,36995,
120386,41136,
120387,38683,
120388,2298,
120389,36517,
120390,35347,
120391,37521,
120392,38672,
120393,35122,
120394,48409,
120395,38389,
120396,19489,
120397,33806,
120398,36865,
120399,22673,
120400,33258,
120401,41169,
120402,5250,
120403,11771,
120404,30896,
120405,32316,
120406,1669,
120407,24835,
120408,1974,
120409,8394,
120410,1731,
120411,31174,
120412,14347,
120413,24997,
120414,23385,
120415,39721,
120416,34901,
120417,40250,
120418,37143,
120419,11569,
120420,3932,
120421,33669,
120422,30694,
120423,474,
120424,482,
120425,5250,
120426,48409,
120427,25777,
120428,38897,
120429,34844,
120430,6945,
120431,35305,
120432,33734,
120433,2306,
120434,5231,
120435,23385,
120436,12863,
120437,34742,
120438,29035,
120439,94,
120440,38084,
120441,31251,
120442,25687,
120443,22661,
120444,32927,
120445,12863,
120446,37664,
120447,11979,
120448,82,
120449,17819,
120450,36624,
120451,35310,
120452,17819,
120453,38389,
120454,38899,
120455,40250,
120456,22297,
120457,32146,
120458,1856,
120459,33687,
120460,40251,
120461,3915,
120462,3008,
120463,3932,
120464,18229,
120465,2298,
120466,85,
120467,7472,
120468,41063,
120469,4130,
120470,32143,
120471,41030,
120472,3786,
120473,2252,
120474,13373,
120475,36915,
120476,17813,
120477,38705,
120478,39529,
120479,9883,
120480,38958,
120481,35308,
120482,37851,
120483,288,
120484,9969,
120485,21743,
120486,40478,
120487,49233,
120488,3784,
120489,38389,
120490,552,
120491,38632,
120492,38936,
120493,34820,
120494,31174,
120495,2306,
120496,38299,
120497,94,
120498,23943,
120499,23831,
120500,36683,
120501,38086,
120502,2269,
120503,36186,
120504,51222,
120505,85,
120506,17187,
120507,1090,
120508,39592,
120509,35311,
120510,36871,
120511,34489,
120512,35307,
120513,28701,
120514,34321,
120515,34566,
120516,39529,
120517,12565,
120518,2294,
120519,38897,
120520,2759,
120521,29729,
120522,18229,
120523,37664,
120524,34566,
120525,36624,
120526,2253,
120527,28669,
120528,34302,
120529,6336,
120530,8753,
120531,36714,
120532,41063,
120533,46650,
120534,33922,
120535,32365,
120536,28977,
120537,40714,
120538,38086,
120539,36915,
120540,28149,
120541,41030,
120542,33051,
120543,9979,
120544,9735,
120545,32365,
120546,23943,
120547,2253,
120548,33225,
120549,18679,
120550,31174,
120551,11695,
120552,30122,
120553,93,
120554,40610,
120555,23943,
120556,37850,
120557,37143,
120558,21031,
120559,16774,
120560,3692,
120561,37501,
120562,32,
120563,44191,
120564,16442,
120565,13863,
120566,33903,
120567,12565,
120568,34096,
120569,35305,
120570,36593,
120571,36064,
120572,19489,
120573,36593,
120574,5753,
120575,37818,
120576,30122,
120577,7472,
120578,38716,
120579,46650,
120580,27653,
120581,36871,
120582,33049,
120583,33226,
120584,2269,
120585,34540,
120586,2306,
120587,36564,
120588,25537,
120589,33875,
120590,35283,
120591,40181,
120592,2759,
120593,18679,
120594,50840,
120595,42136,
120596,19489,
120597,41063,
120598,33051,
120599,39697,
120600,32158,
120601,1939,
120602,82,
120603,39697,
120604,32739,
120605,35219,
120606,2298,
120607,32,
120608,33225,
120609,41030,
120610,1856,
120611,38982,
120612,2298,
120613,14093,
120614,37285,
120615,3318,
120616,17115,
120617,3444,
120618,49828,
120619,31750,
120620,36624,
120621,10342,
120622,5270,
120623,281,
120624,49211,
120625,86,
120626,33876,
120627,49828,
120628,49730,
120629,40881,
120630,1939,
120631,3318,
120632,19291,
120633,31115,
120634,36825,
120635,41063,
120636,3785,
120637,5723,
120638,10937,
120639,33225,
120640,900,
120641,39592,
120642,2298,
120643,32927,
120644,37431,
120645,3784,
120646,1091,
120647,33454,
120648,32,
120649,37431,
120650,20355,
120651,9170,
120652,12851,
120653,16143,
120654,84,
120655,19261,
120656,24835,
120657,36871,
120658,2298,
120659,86,
120660,512,
120661,37431,
120662,1968,
120663,1092,
120664,32739,
120665,35859,
120666,33878,
120667,43751,
120668,5270,
120669,49827,
120670,2759,
120671,18679,
120672,33878,
120673,33371,
120674,87,
120675,33371,
120676,87,
120677,3044,
120678,892,
120679,14349,
120680,37885,
120681,43745,
120682,893,
120683,5723,
120684,84,
120685,93,
120686,2490,
120687,37764,
120688,20355,
120689,987,
120690,3312,
120691,20355,
120692,30,
120693,80,
120694,3444,
120695,51162,
120696,38055,
120697,20355,
120698,31251,
120699,22661,
120700,51162,
120701,22661,
120702,40181,
120703,21,
120704,31251,
120705,49827,
120706,24835,
120707,31251,
120708,185,
120709,30375,
120710,48561,
120711,37937,
120712,33056,
120713,21511,
120714,33783,
120715,41221,
120716,11633,
120717,7014,
120718,5355,
120719,37202,
120720,13145,
120721,42345,
120722,6557,
120723,5674,
120724,33704,
120725,1512,
120726,12291,
120727,8479,
120728,24439,
120729,2441,
120730,627,
120731,41381,
120732,11499,
120733,20533,
120734,39991,
120735,123,
120736,32417,
120737,34140,
120738,223,
120739,27927,
120740,37886,
120741,14629,
120742,27441,
120743,38000,
120744,30571,
120745,37514,
120746,17549,
120747,4107,
120748,37044,
120749,15195,
120750,39080,
120751,424,
120752,4262,
120753,6746,
120754,37807,
120755,15313,
120756,37937,
120757,35191,
120758,37822,
120759,37369,
120760,11757,
120761,1578,
120762,10321,
120763,31783,
120764,31994,
120765,10490,
120766,14741,
120767,290,
120768,1170,
120769,10507,
120770,9806,
120771,4166,
120772,1171,
120773,7062,
120774,32282,
120775,3228,
120776,33396,
120777,1577,
120778,12115,
120779,37893,
120780,4196,
120781,31757,
120782,5082,
120783,558,
120784,39491,
120785,8363,
120786,9563,
120787,10507,
120788,11755,
120789,35073,
120790,77,
120791,3016,
120792,31499,
120793,21695,
120794,1652,
120795,5082,
120796,23135,
120797,289,
120798,41206,
120799,4443,
120800,38121,
120801,43591,
120802,3069,
120803,10527,
120804,30470,
120805,2298,
120806,1397,
120807,2450,
120808,12499,
120809,34471,
120810,33661,
120811,38084,
120812,225,
120813,32582,
120814,3927,
120815,2581,
120816,19051,
120817,32551,
120818,37956,
120819,22265,
120820,34963,
120821,137,
120822,25393,
120823,21999,
120824,10624,
120825,474,
120826,28841,
120827,44570,
120828,5890,
120829,16241,
120830,36790,
120831,29027,
120832,1268,
120833,40266,
120834,34503,
120835,33091,
120836,9712,
120837,23277,
120838,32890,
120839,33601,
120840,1477,
120841,34689,
120842,49847,
120843,37773,
120844,10793,
120845,30549,
120846,49071,
120847,3456,
120848,10863,
120849,5089,
120850,9488,
120851,40940,
120852,17437,
120853,5472,
120854,18001,
120855,12715,
120856,37267,
120857,32888,
120858,30300,
120859,49820,
120860,47778,
120861,30988,
120862,9005,
120863,37328,
120864,39282,
120865,4872,
120866,28607,
120867,38408,
120868,25689,
120869,36556,
120870,7144,
120871,9309,
120872,40542,
120873,50404,
120874,44097,
120875,49274,
120876,30365,
120877,35972,
120878,262,
120879,27947,
120880,50400,
120881,2065,
120882,40351,
120883,41439,
120884,2752,
120885,39836,
120886,34962,
120887,5258,
120888,38408,
120889,36371,
120890,9611,
120891,42147,
120892,31783,
120893,43350,
120894,48583,
120895,7062,
120896,37515,
120897,31445,
120898,3269,
120899,51183,
120900,31368,
120901,535,
120902,42391,
120903,38883,
120904,13145,
120905,38717,
120906,38400,
120907,37643,
120908,8410,
120909,21997,
120910,40429,
120911,2397,
120912,1968,
120913,35473,
120914,44097,
120915,50706,
120916,39798,
120917,892,
120918,41529,
120919,34661,
120920,34391,
120921,15711,
120922,135,
120923,13411,
120924,1391,
120925,21939,
120926,22145,
120927,121,
120928,2377,
120929,9181,
120930,3455,
120931,25777,
120932,16498,
120933,40356,
120934,29687,
120935,3545,
120936,35770,
120937,39362,
120938,33371,
120939,37290,
120940,28831,
120941,36272,
120942,42576,
120943,5473,
120944,21167,
120945,1899,
120946,10396,
120947,43001,
120948,7177,
120949,3127,
120950,42457,
120951,37802,
120952,37555,
120953,1582,
120954,3538,
120955,10629,
120956,4495,
120957,676,
120958,22359,
120959,8855,
120960,36722,
120961,7273,
120962,23325,
120963,32947,
120964,40519,
120965,2526,
120966,523,
120967,1782,
120968,539,
120969,23037,
120970,33972,
120971,44055,
120972,4723,
120973,13833,
120974,1405,
120975,44775,
120976,48843,
120977,26009,
120978,15583,
120979,10357,
120980,31361,
120981,32630,
120982,36817,
120983,24919,
120984,42047,
120985,944,
120986,25049,
120987,31972,
120988,35994,
120989,38555,
120990,1873,
120991,34881,
120992,6890,
120993,9526,
120994,36094,
120995,4357,
120996,28961,
120997,43569,
120998,1362,
120999,3754,
121000,45653,
121001,1214,
121002,509,
121003,35248,
121004,38331,
121005,572,
121006,35202,
121007,1807,
121008,23085,
121009,23059,
121010,38544,
121011,28621,
121012,600,
121013,33123,
121014,37623,
121015,32267,
121016,16602,
121017,31157,
121018,2981,
121019,3681,
121020,36455,
121021,48972,
121022,6769,
121023,36314,
121024,17697,
121025,14183,
121026,35386,
121027,7708,
121028,1580,
121029,617,
121030,49519,
121031,39541,
121032,5918,
121033,5821,
121034,2885,
121035,31163,
121036,30412,
121037,3393,
121038,1441,
121039,42357,
121040,13405,
121041,24357,
121042,23423,
121043,15823,
121044,48968,
121045,2795,
121046,5606,
121047,3577,
121048,28657,
121049,2131,
121050,1513,
121051,36742,
121052,2924,
121053,36932,
121054,33154,
121055,2565,
121056,12431,
121057,33524,
121058,11715,
121059,30531,
121060,2429,
121061,24833,
121062,51196,
121063,48569,
121064,36279,
121065,28077,
121066,11635,
121067,49146,
121068,40417,
121069,5042,
121070,10270,
121071,1392,
121072,3430,
121073,42950,
121074,9754,
121075,34164,
121076,4985,
121077,18155,
121078,33795,
121079,18121,
121080,40870,
121081,31757,
121082,42321,
121083,35611,
121084,3936,
121085,38556,
121086,3713,
121087,34914,
121088,31467,
121089,40059,
121090,17875,
121091,1337,
121092,23317,
121093,35814,
121094,1341,
121095,48605,
121096,9202,
121097,378,
121098,9874,
121099,10502,
121100,25879,
121101,1698,
121102,15359,
121103,10379,
121104,1566,
121105,32379,
121106,50475,
121107,23135,
121108,18857,
121109,36032,
121110,35003,
121111,44588,
121112,6783,
121113,46003,
121114,34625,
121115,10527,
121116,26123,
121117,472,
121118,13819,
121119,1894,
121120,5953,
121121,7902,
121122,33305,
121123,13619,
121124,8648,
121125,33302,
121126,40806,
121127,36077,
121128,34534,
121129,25939,
121130,37980,
121131,18849,
121132,3784,
121133,15979,
121134,1357,
121135,33661,
121136,21241,
121137,51083,
121138,38799,
121139,12685,
121140,28669,
121141,40543,
121142,29325,
121143,4071,
121144,37934,
121145,38363,
121146,32481,
121147,34371,
121148,31670,
121149,41635,
121150,50607,
121151,1694,
121152,32733,
121153,33074,
121154,38600,
121155,39659,
121156,13231,
121157,35855,
121158,39839,
121159,38659,
121160,21419,
121161,23301,
121162,6198,
121163,4794,
121164,35283,
121165,6555,
121166,31750,
121167,95,
121168,32437,
121169,30151,
121170,38578,
121171,825,
121172,1133,
121173,39663,
121174,523,
121175,859,
121176,28511,
121177,6064,
121178,34522,
121179,32454,
121180,669,
121181,1591,
121182,39663,
121183,1009,
121184,9289,
121185,350,
121186,9806,
121187,17249,
121188,4262,
121189,2508,
121190,38154,
121191,12439,
121192,36529,
121193,1694,
121194,859,
121195,31783,
121196,31994,
121197,12685,
121198,42091,
121199,7536,
121200,37422,
121201,12441,
121202,7081,
121203,696,
121204,28511,
121205,25777,
121206,8249,
121207,82,
121208,34437,
121209,34257,
121210,10153,
121211,41299,
121212,15125,
121213,10444,
121214,37082,
121215,17437,
121216,41074,
121217,41299,
121218,38767,
121219,2961,
121220,37422,
121221,21073,
121222,44191,
121223,21073,
121224,30757,
121225,1932,
121226,5485,
121227,1092,
121228,1968,
121229,34540,
121230,3318,
121231,1092,
121232,20667,
121233,2386,
121234,80,
121235,35224,
121236,1968,
121237,891,
121238,49827,
121239,41135,
121240,2406,
121241,6567,
121242,2406,
121243,28869,
121244,36573,
121245,512,
121246,35790,
121247,38659,
121248,41567,
121249,35128,
121250,24909,
121251,2061,
121252,568,
121253,13261,
121254,37055,
121255,39587,
121256,31670,
121257,10607,
121258,29687,
121259,39277,
121260,33371,
121261,39363,
121262,29687,
121263,30039,
121264,16774,
121265,512,
121266,39363,
121267,987,
121268,40665,
121269,43555,
121270,18063,
121271,40104,
121272,40239,
121273,22699,
121274,33519,
121275,38972,
121276,37764,
121277,37765,
121278,2386,
121279,38717,
121280,1090,
121281,38971,
121282,2124,
121283,37764,
121284,34161,
121285,24675,
121286,50084,
121287,3626,
121288,28683,
121289,50696,
121290,36825,
121291,15323,
121292,51162,
121293,30514,
121294,30831,
121295,29803,
121296,39790,
121297,32956,
121298,912,
121299,9919,
121300,38206,
121301,5902,
121302,42385,
121303,37086,
121304,33674,
121305,9441,
121306,9618,
121307,38328,
121308,41317,
121309,33192,
121310,31519,
121311,11235,
121312,13411,
121313,10152,
121314,38622,
121315,6355,
121316,29801,
121317,13223,
121318,430,
121319,49119,
121320,33194,
121321,1731,
121322,37510,
121323,35320,
121324,813,
121325,424,
121326,2001,
121327,33661,
121328,353,
121329,13119,
121330,36344,
121331,9471,
121332,130,
121333,2198,
121334,28121,
121335,185,
121336,4898,
121337,3228,
121338,39987,
121339,51038,
121340,2595,
121341,24655,
121342,36923,
121343,33354,
121344,35608,
121345,13663,
121346,22433,
121347,30464,
121348,36538,
121349,4188,
121350,6347,
121351,32437,
121352,30818,
121353,42030,
121354,5306,
121355,2747,
121356,740,
121357,51162,
121358,34314,
121359,77,
121360,44050,
121361,36215,
121362,35321,
121363,2386,
121364,31733,
121365,14123,
121366,10686,
121367,35307,
121368,37667,
121369,24457,
121370,1520,
121371,299,
121372,42161,
121373,38659,
121374,33882,
121375,14093,
121376,22777,
121377,38629,
121378,892,
121379,39993,
121380,13373,
121381,3044,
121382,40367,
121383,18391,
121384,19067,
121385,49515,
121386,37885,
121387,531,
121388,38128,
121389,51018,
121390,20159,
121391,30686,
121392,8551,
121393,33064,
121394,5781,
121395,20159,
121396,12685,
121397,14123,
121398,33915,
121399,36432,
121400,987,
121401,12685,
121402,40389,
121403,1575,
121404,35081,
121405,42476,
121406,37290,
121407,38127,
121408,34034,
121409,23777,
121410,38524,
121411,40377,
121412,21,
121413,30039,
121414,31750,
121415,30450,
121416,40323,
121417,36714,
121418,40367,
121419,24909,
121420,33874,
121421,38659,
121422,38040,
121423,34438,
121424,51018,
121425,49523,
121426,38040,
121427,35310,
121428,51018,
121429,35311,
121430,11569,
121431,36825,
121432,35018,
121433,47413,
121434,33146,
121435,13231,
121436,9107,
121437,10074,
121438,8357,
121439,30150,
121440,34661,
121441,1929,
121442,33879,
121443,51018,
121444,30450,
121445,6877,
121446,40356,
121447,33922,
121448,32615,
121449,22699,
121450,1132,
121451,10033,
121452,16143,
121453,9979,
121454,36714,
121455,30150,
121456,42136,
121457,19191,
121458,3692,
121459,31884,
121460,36553,
121461,12851,
121462,35287,
121463,14123,
121464,10033,
121465,38850,
121466,34904,
121467,39358,
121468,33569,
121469,42391,
121470,1735,
121471,892,
121472,33371,
121473,38958,
121474,22777,
121475,19191,
121476,38299,
121477,39361,
121478,49730,
121479,33149,
121480,8438,
121481,39183,
121482,32772,
121483,38084,
121484,33880,
121485,33882,
121486,33049,
121487,51013,
121488,33879,
121489,42476,
121490,50840,
121491,2471,
121492,11741,
121493,25537,
121494,49730,
121495,2363,
121496,51013,
121497,23409,
121498,27821,
121499,35306,
121500,36064,
121501,1968,
121502,51018,
121503,25537,
121504,35745,
121505,36246,
121506,51013,
121507,49730,
121508,33882,
121509,14093,
121510,22777,
121511,6922,
121512,51162,
121513,42476,
121514,11073,
121515,2490,
121516,2225,
121517,2406,
121518,35770,
121519,10074,
121520,892,
121521,32582,
121522,39362,
121523,37290,
121524,33145,
121525,33879,
121526,2363,
121527,10074,
121528,32681,
121529,2386,
121530,2490,
121531,6702,
121532,35770,
121533,22695,
121534,3545,
121535,2225,
121536,36825,
121537,34036,
121538,32437,
121539,36436,
121540,20159,
121541,34034,
121542,8310,
121543,235,
121544,31592,
121545,39183,
121546,42136,
121547,17621,
121548,33047,
121549,37290,
121550,36825,
121551,9107,
121552,31592,
121553,8176,
121554,36991,
121555,10012,
121556,37865,
121557,39611,
121558,51145,
121559,33879,
121560,6033,
121561,47413,
121562,39362,
121563,35770,
121564,16143,
121565,21,
121566,31289,
121567,39362,
121568,2747,
121569,33149,
121570,36760,
121571,6877,
121572,33878,
121573,527,
121574,31592,
121575,39721,
121576,33149,
121577,36215,
121578,17115,
121579,39487,
121580,22695,
121581,32437,
121582,2385,
121583,51150,
121584,33876,
121585,39361,
121586,16143,
121587,33192,
121588,2490,
121589,51162,
121590,10033,
121591,8310,
121592,42697,
121593,17115,
121594,37902,
121595,6941,
121596,8171,
121597,22695,
121598,39721,
121599,23943,
121600,1092,
121601,37765,
121602,50084,
121603,17621,
121604,33934,
121605,1939,
121606,33371,
121607,33878,
121608,2306,
121609,33881,
121610,893,
121611,35982,
121612,35859,
121613,3546,
121614,3044,
121615,33192,
121616,813,
121617,80,
121618,33876,
121619,50696,
121620,10937,
121621,3546,
121622,1939,
121623,43745,
121624,813,
121625,3626,
121626,6033,
121627,35770,
121628,2386,
121629,36239,
121630,35770,
121631,3848,
121632,16143,
121633,19123,
121634,6033,
121635,37885,
121636,91,
121637,82,
121638,6336,
121639,225,
121640,10033,
121641,82,
121642,38982,
121643,89,
121644,25389,
121645,15323,
121646,41063,
121647,49211,
121648,37885,
121649,35770,
121650,10628,
121651,15487,
121652,34178,
121653,6489,
121654,38786,
121655,48627,
121656,9568,
121657,1526,
121658,18343,
121659,13667,
121660,40372,
121661,9999,
121662,12455,
121663,5485,
121664,2962,
121665,559,
121666,41531,
121667,9121,
121668,15811,
121669,42194,
121670,29583,
121671,9917,
121672,3932,
121673,38481,
121674,8909,
121675,40894,
121676,36664,
121677,31202,
121678,418,
121679,8894,
121680,36624,
121681,50532,
121682,2899,
121683,41505,
121684,371,
121685,23477,
121686,1240,
121687,32015,
121688,9445,
121689,30291,
121690,12893,
121691,4664,
121692,40280,
121693,762,
121694,8247,
121695,34476,
121696,8363,
121697,26053,
121698,13263,
121699,1953,
121700,50325,
121701,2512,
121702,38291,
121703,24591,
121704,21419,
121705,38715,
121706,9047,
121707,5764,
121708,9568,
121709,454,
121710,10923,
121711,42593,
121712,43609,
121713,35720,
121714,23871,
121715,40431,
121716,9857,
121717,5199,
121718,42449,
121719,28479,
121720,25341,
121721,38198,
121722,18177,
121723,34475,
121724,34762,
121725,8063,
121726,1118,
121727,43426,
121728,45645,
121729,3744,
121730,1364,
121731,8366,
121732,1907,
121733,3954,
121734,15687,
121735,38527,
121736,24591,
121737,1638,
121738,20871,
121739,38137,
121740,1237,
121741,36528,
121742,32005,
121743,6591,
121744,9389,
121745,484,
121746,1906,
121747,656,
121748,8063,
121749,1350,
121750,27887,
121751,36861,
121752,37087,
121753,6421,
121754,13855,
121755,38629,
121756,32806,
121757,31297,
121758,6275,
121759,10737,
121760,2354,
121761,37866,
121762,10302,
121763,31772,
121764,39699,
121765,32915,
121766,24977,
121767,6187,
121768,8362,
121769,38710,
121770,8547,
121771,1400,
121772,37424,
121773,3927,
121774,6151,
121775,10075,
121776,3849,
121777,2458,
121778,42449,
121779,16680,
121780,4476,
121781,8132,
121782,49893,
121783,43426,
121784,44158,
121785,1659,
121786,283,
121787,1240,
121788,37424,
121789,7060,
121790,51221,
121791,30453,
121792,32087,
121793,1686,
121794,1794,
121795,14837,
121796,26017,
121797,4026,
121798,1922,
121799,2583,
121800,33658,
121801,36261,
121802,49138,
121803,42547,
121804,4910,
121805,36528,
121806,32160,
121807,2424,
121808,5228,
121809,33544,
121810,36624,
121811,4476,
121812,35632,
121813,7474,
121814,16468,
121815,49320,
121816,8367,
121817,36500,
121818,41520,
121819,14837,
121820,30417,
121821,37087,
121822,13619,
121823,17699,
121824,5529,
121825,37028,
121826,36896,
121827,1619,
121828,1121,
121829,10075,
121830,8360,
121831,31669,
121832,30149,
121833,3447,
121834,25389,
121835,13667,
121836,43204,
121837,30349,
121838,33155,
121839,5460,
121840,1419,
121841,5152,
121842,6704,
121843,9136,
121844,9107,
121845,38134,
121846,10916,
121847,38699,
121848,31326,
121849,2172,
121850,37843,
121851,31168,
121852,501,
121853,32321,
121854,1122,
121855,35632,
121856,35949,
121857,31324,
121858,36550,
121859,33547,
121860,49361,
121861,1430,
121862,16395,
121863,38073,
121864,35740,
121865,10731,
121866,32817,
121867,32005,
121868,38629,
121869,50532,
121870,32382,
121871,1399,
121872,28257,
121873,24625,
121874,3129,
121875,33550,
121876,16574,
121877,2512,
121878,35740,
121879,31608,
121880,902,
121881,3371,
121882,33142,
121883,5246,
121884,18619,
121885,44025,
121886,14875,
121887,8491,
121888,781,
121889,32087,
121890,462,
121891,899,
121892,28479,
121893,44616,
121894,33372,
121895,26213,
121896,40329,
121897,1400,
121898,43683,
121899,2044,
121900,38530,
121901,39764,
121902,33155,
121903,10703,
121904,34371,
121905,33002,
121906,10497,
121907,2335,
121908,15689,
121909,31168,
121910,32087,
121911,8490,
121912,7081,
121913,6028,
121914,34391,
121915,25303,
121916,20785,
121917,1432,
121918,34325,
121919,17917,
121920,10740,
121921,13245,
121922,36458,
121923,1429,
121924,1417,
121925,26057,
121926,36761,
121927,10740,
121928,8366,
121929,39722,
121930,8609,
121931,5225,
121932,37247,
121933,1923,
121934,10999,
121935,33705,
121936,21395,
121937,36896,
121938,33310,
121939,16395,
121940,8361,
121941,40082,
121942,15927,
121943,6714,
121944,2020,
121945,4155,
121946,3547,
121947,33310,
121948,461,
121949,10703,
121950,34371,
121951,5526,
121952,32257,
121953,15307,
121954,5256,
121955,1369,
121956,35798,
121957,17843,
121958,10075,
121959,1428,
121960,36724,
121961,39721,
121962,1366,
121963,466,
121964,31757,
121965,19697,
121966,7666,
121967,14735,
121968,898,
121969,864,
121970,43204,
121971,4936,
121972,40890,
121973,8367,
121974,39369,
121975,6951,
121976,2144,
121977,8365,
121978,5225,
121979,1921,
121980,35798,
121981,44025,
121982,12255,
121983,33548,
121984,936,
121985,6209,
121986,2901,
121987,38629,
121988,9963,
121989,42547,
121990,17357,
121991,37622,
121992,460,
121993,15125,
121994,35310,
121995,40836,
121996,33570,
121997,463,
121998,462,
121999,8972,
122000,36999,
122001,35067,
122002,1920,
122003,92,
122004,31181,
122005,464,
122006,1629,
122007,2512,
122008,7060,
122009,13825,
122010,33570,
122011,2581,
122012,34021,
122013,36286,
122014,44616,
122015,49320,
122016,32926,
122017,6385,
122018,33549,
122019,461,
122020,34877,
122021,30453,
122022,1425,
122023,1366,
122024,31758,
122025,50094,
122026,23083,
122027,17699,
122028,31454,
122029,13203,
122030,19319,
122031,31056,
122032,1416,
122033,37264,
122034,8362,
122035,37245,
122036,466,
122037,30453,
122038,42914,
122039,4026,
122040,33372,
122041,32900,
122042,40888,
122043,34391,
122044,50562,
122045,38788,
122046,1427,
122047,35631,
122048,42449,
122049,32926,
122050,35952,
122051,11019,
122052,31138,
122053,1237,
122054,1367,
122055,4540,
122056,936,
122057,39611,
122058,13799,
122059,32926,
122060,4155,
122061,1412,
122062,26057,
122063,38683,
122064,34626,
122065,2450,
122066,5526,
122067,38363,
122068,2513,
122069,1364,
122070,36624,
122071,35205,
122072,3853,
122073,32926,
122074,37247,
122075,35205,
122076,7060,
122077,2354,
122078,2514,
122079,6945,
122080,34626,
122081,16870,
122082,5152,
122083,463,
122084,40342,
122085,32380,
122086,33074,
122087,31201,
122088,10821,
122089,37966,
122090,8363,
122091,44616,
122092,34626,
122093,34430,
122094,35112,
122095,1424,
122096,41609,
122097,8364,
122098,21395,
122099,36946,
122100,16680,
122101,463,
122102,33542,
122103,8362,
122104,40888,
122105,1237,
122106,2171,
122107,31978,
122108,33947,
122109,1121,
122110,8246,
122111,26053,
122112,528,
122113,34878,
122114,1526,
122115,13831,
122116,24625,
122117,17535,
122118,8550,
122119,13263,
122120,40853,
122121,11009,
122122,3927,
122123,21867,
122124,36946,
122125,3288,
122126,1426,
122127,8361,
122128,18781,
122129,39611,
122130,37966,
122131,894,
122132,5845,
122133,1120,
122134,30154,
122135,35857,
122136,461,
122137,24591,
122138,32900,
122139,36946,
122140,6325,
122141,33544,
122142,465,
122143,40693,
122144,33672,
122145,4794,
122146,35632,
122147,8132,
122148,781,
122149,11009,
122150,501,
122151,28977,
122152,2171,
122153,31164,
122154,1430,
122155,11019,
122156,4794,
122157,902,
122158,27907,
122159,32051,
122160,781,
122161,17843,
122162,39183,
122163,38720,
122164,7157,
122165,35612,
122166,901,
122167,24763,
122168,1434,
122169,28371,
122170,39611,
122171,5485,
122172,30694,
122173,30533,
122174,37264,
122175,985,
122176,44616,
122177,36946,
122178,8550,
122179,2171,
122180,2172,
122181,36761,
122182,1416,
122183,27907,
122184,1119,
122185,898,
122186,33544,
122187,2597,
122188,24625,
122189,83,
122190,17843,
122191,11019,
122192,41052,
122193,40890,
122194,33543,
122195,1412,
122196,2951,
122197,3019,
122198,10017,
122199,3745,
122200,1364,
122201,39487,
122202,16468,
122203,37431,
122204,21419,
122205,40329,
122206,27653,
122207,10075,
122208,12671,
122209,13825,
122210,1094,
122211,9963,
122212,21395,
122213,6438,
122214,26057,
122215,895,
122216,3745,
122217,8550,
122218,898,
122219,19319,
122220,528,
122221,50562,
122222,15783,
122223,464,
122224,6555,
122225,10917,
122226,896,
122227,894,
122228,49236,
122229,5225,
122230,1430,
122231,3727,
122232,1122,
122233,36946,
122234,32898,
122235,780,
122236,12859,
122237,900,
122238,91,
122239,463,
122240,4026,
122241,5256,
122242,25365,
122243,779,
122244,3745,
122245,92,
122246,25805,
122247,6028,
122248,1428,
122249,30449,
122250,8546,
122251,3853,
122252,15927,
122253,13825,
122254,38629,
122255,8369,
122256,31911,
122257,1417,
122258,8609,
122259,6275,
122260,21659,
122261,14735,
122262,1506,
122263,32026,
122264,18851,
122265,13203,
122266,12499,
122267,11009,
122268,8358,
122269,2665,
122270,895,
122271,6028,
122272,1364,
122273,1417,
122274,12671,
122275,27653,
122276,50410,
122277,30154,
122278,8550,
122279,9999,
122280,32160,
122281,95,
122282,50673,
122283,39487,
122284,898,
122285,90,
122286,11019,
122287,1368,
122288,906,
122289,25805,
122290,33543,
122291,1426,
122292,1425,
122293,10808,
122294,15783,
122295,2513,
122296,894,
122297,42449,
122298,12231,
