,animeA,num_recommenders
122299,465,
122300,2680,
122301,3927,
122302,40082,
122303,463,
122304,2842,
122305,895,
122306,905,
122307,2743,
122308,528,
122309,2172,
122310,4795,
122311,39697,
122312,37931,
122313,896,
122314,7695,
122315,35949,
122316,6028,
122317,2743,
122318,10740,
122319,33547,
122320,14735,
122321,28369,
122322,39764,
122323,7695,
122324,8367,
122325,1369,
122326,9999,
122327,4792,
122328,31231,
122329,33947,
122330,901,
122331,81,
122332,38653,
122333,779,
122334,2515,
122335,12117,
122336,4910,
122337,2020,
122338,5529,
122339,2391,
122340,1417,
122341,33543,
122342,32005,
122343,12231,
122344,38788,
122345,13839,
122346,899,
122347,3927,
122348,32005,
122349,40082,
122350,33548,
122351,894,
122352,36946,
122353,8740,
122354,21867,
122355,1119,
122356,25365,
122357,6198,
122358,903,
122359,33548,
122360,30694,
122361,19319,
122362,40578,
122363,2842,
122364,2842,
122365,6714,
122366,896,
122367,33606,
122368,1117,
122369,1433,
122370,8609,
122371,8740,
122372,1417,
122373,460,
122374,1363,
122375,4794,
122376,33545,
122377,31454,
122378,30151,
122379,5460,
122380,13839,
122381,2107,
122382,34519,
122383,7261,
122384,6555,
122385,904,
122386,2514,
122387,33705,
122388,1428,
122389,37245,
122390,40082,
122391,1119,
122392,5152,
122393,4910,
122394,32898,
122395,780,
122396,38788,
122397,36240,
122398,36242,
122399,1505,
122400,81,
122401,16468,
122402,898,
122403,30533,
122404,32005,
122405,30151,
122406,1430,
122407,33552,
122408,2581,
122409,2901,
122410,1431,
122411,1122,
122412,90,
122413,38720,
122414,36241,
122415,1118,
122416,83,
122417,2597,
122418,4795,
122419,899,
122420,35949,
122421,2597,
122422,30151,
122423,5225,
122424,8287,
122425,3547,
122426,33947,
122427,12671,
122428,25389,
122429,1431,
122430,1428,
122431,5252,
122432,36967,
122433,985,
122434,34021,
122435,13799,
122436,33544,
122437,35982,
122438,35631,
122439,24625,
122440,14837,
122441,23259,
122442,35567,
122443,37247,
122444,902,
122445,38715,
122446,1094,
122447,36240,
122448,3927,
122449,31454,
122450,32898,
122451,2743,
122452,31454,
122453,23259,
122454,898,
122455,984,
122456,33947,
122457,12001,
122458,31454,
122459,3927,
122460,32051,
122461,38715,
122462,42449,
122463,35859,
122464,461,
122465,31,
122466,986,
122467,906,
122468,461,
122469,2273,
122470,466,
122471,2107,
122472,12001,
122473,35567,
122474,864,
122475,12859,
122476,24625,
122477,81,
122478,91,
122479,906,
122480,20871,
122481,4540,
122482,901,
122483,2901,
122484,12001,
122485,986,
122486,6714,
122487,20871,
122488,10017,
122489,4155,
122490,2520,
122491,34391,
122492,2743,
122493,35982,
122494,16468,
122495,25161,
122496,38419,
122497,37245,
122498,899,
122499,38419,
122500,91,
122501,12859,
122502,1094,
122503,8132,
122504,27907,
122505,2901,
122506,12001,
122507,38234,
122508,2581,
122509,38419,
122510,23259,
122511,8740,
122512,460,
122513,16239,
122514,40890,
122515,1238,
122516,984,
122517,905,
122518,900,
122519,459,
122520,38234,
122521,34391,
122522,465,
122523,899,
122524,903,
122525,33606,
122526,19319,
122527,986,
122528,50410,
122529,864,
122530,8287,
122531,23259,
122532,31490,
122533,5152,
122534,8287,
122535,1238,
122536,894,
122537,8740,
122538,33338,
122539,5252,
122540,95,
122541,1237,
122542,25389,
122543,899,
122544,36240,
122545,460,
122546,1237,
122547,2680,
122548,5152,
122549,96,
122550,4540,
122551,95,
122552,31973,
122553,19319,
122554,8078,
122555,15061,
122556,2139,
122557,964,
122558,24075,
122559,106,
122560,4200,
122561,17497,
122562,27525,
122563,2396,
122564,50203,
122565,42451,
122566,37869,
122567,32707,
122568,39067,
122569,34540,
122570,25537,
122571,28669,
122572,5216,
122573,27631,
122574,12191,
122575,5075,
122576,38937,
122577,34915,
122578,2449,
122579,30484,
122580,35315,
122581,33846,
122582,25973,
122583,13587,
122584,15051,
122585,30344,
122586,34753,
122587,31149,
122588,39067,
122589,31884,
122590,36023,
122591,35650,
122592,15199,
122593,37938,
122594,38489,
122595,7645,
122596,38489,
122597,19619,
122598,33047,
122599,20509,
122600,36186,
122601,40942,
122602,36593,
122603,38363,
122604,36529,
122605,40610,
122606,10278,
122607,19195,
122608,34100,
122609,34321,
122610,40881,
122611,36927,
122612,27821,
122613,39935,
122614,10012,
122615,10909,
122616,1525,
122617,10937,
122618,30450,
122619,15323,
122620,12851,
122621,2385,
122622,19319,
122623,34511,
122624,2328,
122625,39466,
122626,2019,
122627,5074,
122628,35135,
122629,35853,
122630,34667,
122631,12565,
122632,39699,
122633,22433,
122634,41156,
122635,7651,
122636,12037,
122637,10671,
122638,852,
122639,19759,
122640,7752,
122641,4095,
122642,49310,
122643,48583,
122644,31741,
122645,8156,
122646,34776,
122647,32188,
122648,34439,
122649,10351,
122650,18247,
122651,996,
122652,33686,
122653,6033,
122654,36904,
122655,2747,
122656,23725,
122657,10588,
122658,47418,
122659,1262,
122660,9253,
122661,31733,
122662,6772,
122663,34284,
122664,36371,
122665,512,
122666,23777,
122667,10033,
122668,3067,
122669,35135,
122670,237,
122671,34036,
122672,3072,
122673,2354,
122674,1553,
122675,33209,
122676,43745,
122677,27411,
122678,1356,
122679,1088,
122680,37082,
122681,11741,
122682,2470,
122683,1650,
122684,36077,
122685,3312,
122686,40251,
122687,3067,
122688,34661,
122689,30777,
122690,22699,
122691,2470,
122692,35853,
122693,27821,
122694,1969,
122695,1553,
122696,1491,
122697,12565,
122698,32792,
122699,6922,
122700,38363,
122701,86,
122702,39935,
122703,6033,
122704,39361,
122705,512,
122706,2385,
122707,35770,
122708,39358,
122709,32792,
122710,84,
122711,3044,
122712,10342,
122713,36215,
122714,22777,
122715,2747,
122716,37290,
122717,3545,
122718,30450,
122719,3848,
122720,3848,
122721,41405,
122722,16774,
122723,37318,
122724,30954,
122725,1678,
122726,49395,
122727,40076,
122728,32,
122729,4044,
122730,39487,
122731,17815,
122732,5686,
122733,33708,
122734,19581,
122735,46420,
122736,31592,
122737,31676,
122738,42136,
122739,30954,
122740,22661,
122741,35838,
122742,40656,
122743,30464,
122744,48754,
122745,32902,
122746,34086,
122747,11355,
122748,50905,
122749,39244,
122750,5455,
122751,45585,
122752,37879,
122753,41686,
122754,41360,
122755,10370,
122756,934,
122757,6850,
122758,30896,
122759,36715,
122760,32476,
122761,37140,
122762,8068,
122763,35327,
122764,13169,
122765,51018,
122766,51304,
122767,49690,
122768,706,
122769,45486,
122770,39153,
122771,28223,
122772,49057,
122773,7472,
122774,36995,
122775,36991,
122776,34394,
122777,5987,
122778,10905,
122779,23137,
122780,1142,
122781,987,
122782,1441,
122783,324,
122784,42260,
122785,49211,
122786,25897,
122787,33419,
122788,23327,
122789,32681,
122790,38864,
122791,5812,
122792,49690,
122793,44200,
122794,65,
122795,39948,
122796,42106,
122797,36339,
122798,64,
122799,31035,
122800,42385,
122801,32197,
122802,42941,
122803,21595,
122804,30686,
122805,41814,
122806,40948,
122807,28755,
122808,51145,
122809,3747,
122810,1487,
122811,40761,
122812,51123,
122813,31617,
122814,32733,
122815,14827,
122816,33226,
122817,6731,
122818,147,
122819,49318,
122820,24727,
122821,38895,
122822,26243,
122823,33878,
122824,19391,
122825,19489,
122826,37501,
122827,22817,
122828,48918,
122829,38850,
122830,31072,
122831,49661,
122832,34765,
122833,1343,
122834,29027,
122835,33051,
122836,29729,
122837,40469,
122838,36724,
122839,42445,
122840,23135,
122841,17811,
122842,42161,
122843,2076,
122844,1487,
122845,4282,
122846,37885,
122847,33880,
122848,32734,
122849,527,
122850,37501,
122851,41780,
122852,41911,
122853,24977,
122854,5246,
122855,22215,
122856,27957,
122857,38086,
122858,18835,
122859,4282,
122860,1944,
122861,40064,
122862,37764,
122863,10361,
122864,41096,
122865,6525,
122866,1986,
122867,37622,
122868,34198,
122869,41158,
122870,31055,
122871,39282,
122872,9723,
122873,93,
122874,32316,
122875,11123,
122876,38363,
122877,33658,
122878,6900,
122879,32146,
122880,36796,
122881,482,
122882,39277,
122883,35122,
122884,9253,
122885,1472,
122886,51125,
122887,33733,
122888,30311,
122889,32,
122890,41299,
122891,32870,
122892,2356,
122893,37969,
122894,37143,
122895,40342,
122896,35120,
122897,5250,
122898,38683,
122899,23587,
122900,32737,
122901,3784,
122902,35120,
122903,38897,
122904,288,
122905,11665,
122906,42385,
122907,9884,
122908,30740,
122909,281,
122910,31599,
122911,6970,
122912,39659,
122913,36683,
122914,36064,
122915,11597,
122916,19489,
122917,51125,
122918,39014,
122919,51145,
122920,36714,
122921,34973,
122922,49119,
122923,11771,
122924,27829,
122925,37178,
122926,29729,
122927,35067,
122928,3932,
122929,30039,
122930,37931,
122931,21743,
122932,35317,
122933,22673,
122934,41497,
122935,37178,
122936,33051,
122937,22043,
122938,17359,
122939,36436,
122940,16199,
122941,35454,
122942,2306,
122943,36239,
122944,8624,
122945,32148,
122946,38201,
122947,37931,
122948,37831,
122949,956,
122950,37590,
122951,21479,
122952,33225,
122953,30122,
122954,3784,
122955,36995,
122956,37124,
122957,36871,
122958,38850,
122959,35191,
122960,12851,
122961,10257,
122962,39014,
122963,36704,
122964,9170,
122965,30745,
122966,33027,
122967,24835,
122968,32733,
122969,14353,
122970,20355,
122971,1342,
122972,33314,
122973,38025,
122974,38850,
122975,37859,
122976,40251,
122977,33225,
122978,1064,
122979,11695,
122980,33089,
122981,35191,
122982,36317,
122983,31846,
122984,49211,
122985,3785,
122986,3932,
122987,36704,
122988,13863,
122989,1397,
122990,38897,
122991,10909,
122992,44248,
122993,49395,
122994,18507,
122995,17815,
122996,31050,
122997,30514,
122998,42955,
122999,35265,
123000,38201,
123001,2269,
123002,44248,
123003,40342,
123004,15335,
123005,38784,
123006,2356,
123007,37562,
123008,13819,
123009,42364,
123010,12979,
123011,17621,
123012,1090,
123013,288,
123014,33922,
123015,42697,
123016,42385,
123017,34723,
123018,1341,
123019,19157,
123020,2355,
123021,37249,
123022,40357,
123023,6731,
123024,38784,
123025,38084,
123026,13819,
123027,34844,
123028,5250,
123029,19157,
123030,35018,
123031,51013,
123032,2355,
123033,35283,
123034,5723,
123035,32739,
123036,36760,
123037,2355,
123038,40478,
123039,38084,
123040,36553,
123041,41136,
123042,1669,
123043,35317,
123044,5658,
123045,2355,
123046,41686,
123047,38086,
123048,33934,
123049,32927,
123050,28755,
123051,9735,
123052,3444,
123053,29035,
123054,18229,
123055,34901,
123056,34052,
123057,35716,
123058,33027,
123059,14347,
123060,37664,
123061,34742,
123062,34238,
123063,34096,
123064,5684,
123065,1932,
123066,34742,
123067,37249,
123068,34239,
123069,37501,
123070,288,
123071,19157,
123072,36714,
123073,24835,
123074,14353,
123075,41063,
123076,12221,
123077,21031,
123078,33669,
123079,1856,
123080,13231,
123081,48409,
123082,49119,
123083,1534,
123084,1968,
123085,12221,
123086,10549,
123087,35067,
123088,502,
123089,36714,
123090,35265,
123091,28149,
123092,16774,
123093,8176,
123094,30686,
123095,27821,
123096,28669,
123097,41136,
123098,37651,
123099,35305,
123100,38578,
123101,9979,
123102,36995,
123103,46650,
123104,33489,
123105,38672,
123106,36239,
123107,37765,
123108,28511,
123109,33876,
123110,33934,
123111,11695,
123112,32158,
123113,13821,
123114,3444,
123115,43745,
123116,50840,
123117,38299,
123118,33874,
123119,33876,
123120,35311,
123121,1092,
123122,7261,
123123,37664,
123124,36871,
123125,51018,
123126,5270,
123127,3444,
123128,14353,
123129,35632,
123130,14349,
123131,36871,
123132,50840,
123133,1092,
123134,38055,
123135,6877,
123136,6336,
123137,42697,
123138,36927,
123139,33882,
123140,11073,
123141,33880,
123142,5723,
123143,30122,
123144,51145,
123145,12851,
123146,3785,
123147,49827,
123148,94,
123149,33454,
123150,8176,
123151,19261,
123152,33226,
123153,33879,
123154,41063,
123155,82,
123156,33874,
123157,5723,
123158,34549,
123159,33225,
123160,39697,
123161,3312,
123162,36825,
123163,33876,
123164,22661,
123165,23943,
123166,33225,
123167,3785,
123168,1091,
123169,49211,
123170,19261,
123171,32792,
123172,6336,
123173,1969,
123174,9170,
123175,32,
123176,21,
123177,93,
123178,147,
123179,147,
123180,18679,
123181,40181,
123182,15323,
123183,40181,
123184,33606,
123185,4130,
123186,30122,
123187,2385,
123188,3784,
123189,20667,
123190,33051,
123191,1939,
123192,33876,
123193,33226,
123194,1967,
123195,4130,
123196,33226,
123197,33051,
123198,512,
123199,41063,
123200,10937,
123201,49211,
123202,1968,
123203,30,
123204,20667,
123205,11359,
123206,22777,
123207,34549,
123208,1091,
123209,3785,
123210,37902,
123211,49828,
123212,2386,
123213,32437,
123214,10937,
123215,49828,
123216,1579,
123217,20457,
123218,32835,
123219,11827,
123220,10897,
123221,29317,
123222,43692,
123223,14093,
123224,21129,
123225,36531,
123226,33193,
123227,6355,
123228,1483,
123229,15111,
123230,6117,
123231,37349,
123232,41457,
123233,36903,
123234,9426,
123235,3909,
123236,9948,
123237,49755,
123238,34402,
123239,9627,
123240,15417,
123241,1146,
123242,444,
123243,2534,
123244,9936,
123245,41402,
123246,19023,
123247,7445,
123248,7985,
123249,36029,
123250,32221,
123251,3479,
123252,2829,
123253,32835,
123254,263,
123255,4014,
123256,48,
123257,32269,
123258,7592,
123259,23277,
123260,40778,
123261,36775,
123262,1152,
123263,33758,
123264,1296,
123265,8525,
123266,1514,
123267,21329,
123268,6633,
123269,35338,
123270,42447,
123271,653,
123272,2605,
123273,35333,
123274,1043,
123275,10080,
123276,6171,
123277,130,
123278,36166,
123279,36823,
123280,38570,
123281,2198,
123282,3297,
123283,42443,
123284,26395,
123285,37873,
123286,43975,
123287,36545,
123288,30911,
123289,4477,
123290,35330,
123291,9181,
123292,10232,
123293,24703,
123294,472,
123295,11665,
123296,287,
123297,1372,
123298,3515,
123299,2063,
123300,2019,
123301,249,
123302,223,
123303,1541,
123304,47620,
123305,535,
123306,34445,
123307,44189,
123308,38883,
123309,34375,
123310,2787,
123311,10528,
123312,901,
123313,34244,
123314,32316,
123315,41159,
123316,14829,
123317,35067,
123318,40356,
123319,501,
123320,5256,
123321,19687,
123322,42458,
123323,33185,
123324,40062,
123325,41207,
123326,37910,
123327,42333,
123328,38435,
123329,2432,
123330,33209,
123331,33726,
123332,47819,
123333,34134,
123334,37869,
123335,16051,
123336,960,
123337,36565,
123338,448,
123339,1152,
123340,29730,
123341,39701,
123342,37894,
123343,41084,
123344,20221,
123345,36551,
123346,33776,
123347,1149,
123348,40495,
123349,48964,
123350,32485,
123351,40784,
123352,1401,
123353,49760,
123354,31244,
123355,35672,
123356,37870,
123357,29093,
123358,49386,
123359,38570,
123360,32215,
123361,40729,
123362,39597,
123363,34467,
123364,34966,
123365,38556,
123366,41884,
123367,32802,
123368,36633,
123369,49570,
123370,33836,
123371,43013,
123372,23725,
123373,29829,
123374,2014,
123375,37181,
123376,5341,
123377,38731,
123378,40495,
123379,36427,
123380,25045,
123381,6377,
123382,49820,
123383,2011,
123384,35788,
123385,34103,
123386,35136,
123387,7364,
123388,41595,
123389,34281,
123390,42176,
123391,3493,
123392,16982,
123393,37773,
123394,22817,
123395,49110,
123396,1313,
123397,40097,
123398,29687,
123399,12113,
123400,27525,
123401,32582,
123402,41595,
123403,28675,
123404,39836,
123405,33726,
123406,40806,
123407,2065,
123408,44149,
123409,48694,
123410,37491,
123411,1172,
123412,4028,
123413,36466,
123414,34915,
123415,41529,
123416,51037,
123417,2717,
123418,1668,
123419,51037,
123420,38472,
123421,1968,
123422,12365,
123423,31580,
123424,3349,
123425,3614,
123426,32212,
123427,492,
123428,33668,
123429,2257,
123430,34599,
123431,32801,
123432,30736,
123433,1394,
123434,38273,
123435,38883,
123436,12115,
123437,4872,
123438,3587,
123439,11239,
123440,22507,
123441,22507,
123442,34973,
123443,8017,
123444,19613,
123445,21997,
123446,27829,
123447,31240,
123448,32,
123449,971,
123450,10074,
123451,39361,
123452,512,
123453,2406,
123454,2225,
123455,21,
123456,33371,
123457,37764,
123458,31237,
123459,884,
123460,4306,
123461,31631,
123462,19907,
123463,16518,
123464,33993,
123465,38656,
123466,45444,
123467,2288,
123468,29435,
123469,5226,
123470,43419,
123471,39540,
123472,2473,
123473,34662,
123474,13785,
123475,1961,
123476,32563,
123477,591,
123478,4220,
123479,37972,
123480,11457,
123481,5671,
123482,604,
123483,4023,
123484,41183,
123485,229,
123486,43217,
123487,9931,
123488,2465,
123489,39679,
123490,4011,
123491,43712,
123492,2052,
123493,3350,
123494,2433,
123495,16353,
123496,48556,
123497,12865,
123498,29557,
123499,43430,
123500,2194,
123501,2023,
123502,4618,
123503,41078,
123504,16159,
123505,1623,
123506,4737,
123507,43357,
123508,770,
123509,1375,
123510,20835,
123511,48130,
123512,3435,
123513,20469,
123514,7455,
123515,20541,
123516,38863,
123517,34711,
123518,50300,
123519,17835,
123520,35484,
123521,33771,
123522,33206,
123523,2000,
123524,9608,
123525,14741,
123526,40817,
123527,38644,
123528,50321,
123529,2544,
123530,37981,
123531,1908,
123532,37020,
123533,43406,
123534,24765,
123535,43454,
123536,15915,
123537,43697,
123538,31369,
123539,34708,
123540,20377,
123541,39208,
123542,42897,
123543,50326,
123544,1466,
123545,24031,
123546,29916,
123547,47391,
123548,43505,
123549,38865,
123550,19855,
123551,17909,
123552,38292,
123553,22733,
123554,21521,
123555,5811,
123556,9588,
123557,2566,
123558,2997,
123559,19653,
123560,38851,
123561,40105,
123562,485,
123563,35860,
123564,51128,
123565,236,
123566,4927,
123567,816,
123568,34030,
123569,48568,
123570,878,
123571,23079,
123572,40230,
123573,50110,
123574,24851,
123575,1777,
123576,3531,
123577,35931,
123578,30868,
123579,1088,
123580,104,
123581,28405,
123582,841,
123583,43610,
123584,37123,
123585,36748,
123586,3958,
123587,21843,
123588,40964,
123589,35034,
123590,37760,
123591,457,
123592,1563,
123593,31521,
123594,26079,
123595,34927,
123596,645,
123597,21353,
